KO
['Date', 'Open', 'High', 'Low', 'Close', 'Adj Close', 'Volume']
['2023-08-17', '60.580002', '61.020000', '60.450001', '60.610001', '59.657887', '12873500']
['2023-08-18', '60.540001', '61.090000', '60.369999', '60.950001', '59.992546', '11082300']
['2023-08-21', '60.860001', '60.930000', '60.320000', '60.430000', '59.480713', '8648500']
['2023-08-22', '60.340000', '60.580002', '59.980000', '60.060001', '59.116528', '9412200']
['2023-08-23', '60.200001', '60.439999', '60.160000', '60.270000', '59.323227', '7749500']
['2023-08-24', '60.270000', '60.880001', '60.090000', '60.110001', '59.165745', '8955100']
['2023-08-25', '60.410000', '60.570000', '60.009998', '60.389999', '59.441341', '7629200']
['2023-08-28', '60.549999', '60.730000', '60.369999', '60.560001', '59.608673', '6254300']
['2023-08-29', '60.560001', '60.630001', '60.150002', '60.500000', '59.549614', '8189600']
['2023-08-30', '60.639999', '60.740002', '60.290001', '60.470001', '59.520088', '9447900']
['2023-08-31', '60.299999', '60.470001', '59.810001', '59.830002', '58.890141', '14663500']
['2023-09-01', '60.000000', '60.130001', '59.119999', '59.310001', '58.378307', '11257200']
['2023-09-05', '59.250000', '59.320000', '58.669998', '58.820000', '57.896004', '12474600']
['2023-09-06', '58.619999', '58.830002', '58.419998', '58.779999', '57.856632', '13923500']
['2023-09-07', '58.950001', '59.160000', '58.299999', '58.330002', '57.413704', '17628600']
['2023-09-08', '58.299999', '58.410000', '58.009998', '58.330002', '57.413704', '14312300']
['2023-09-11', '58.400002', '58.990002', '58.230000', '58.880001', '57.955063', '14767400']
['2023-09-12', '58.990002', '59.000000', '58.189999', '58.299999', '57.384174', '12292700']
['2023-09-13', '58.400002', '58.680000', '58.340000', '58.439999', '57.521973', '12641400']
['2023-09-14', '58.240002', '58.590000', '58.189999', '58.459999', '57.998184', '12311600']
['2023-09-15', '58.410000', '58.639999', '57.750000', '57.939999', '57.482288', '55690500']
['2023-09-18', '57.980000', '58.349998', '57.630001', '58.299999', '57.839447', '13617400']
['2023-09-19', '58.259998', '58.389999', '57.919998', '58.180000', '57.720394', '11998900']
['2023-09-20', '58.299999', '58.830002', '58.080002', '58.439999', '57.978340', '14766600']
['2023-09-21', '58.369999', '58.419998', '57.419998', '57.540001', '57.085453', '15941800']
['2023-09-22', '57.849998', '57.970001', '57.500000', '57.599998', '57.144978', '14644100']
['2023-09-25', '57.400002', '57.490002', '56.740002', '57.000000', '56.549717', '12358800']
['2023-09-26', '56.730000', '56.900002', '56.400002', '56.529999', '56.083427', '11194700']
['2023-09-27', '56.419998', '56.529999', '55.680000', '55.950001', '55.508011', '13766300']
['2023-09-28', '56.230000', '56.320000', '55.700001', '55.810001', '55.369118', '12484800']
['2023-09-29', '56.139999', '56.270000', '55.619999', '55.980000', '55.537773', '12270000']
['2023-10-02', '55.910000', '56.009998', '55.080002', '55.480000', '55.041725', '11792500']
['2023-10-03', '55.160000', '55.430000', '54.779999', '54.880001', '54.446465', '13604200']
['2023-10-04', '54.889999', '55.279999', '54.709999', '55.040001', '54.605202', '12100500']
['2023-10-05', '54.740002', '54.950001', '52.240002', '52.380001', '51.966213', '29878100']
['2023-10-06', '52.040001', '53.290001', '51.549999', '53.139999', '52.720211', '30292000']
['2023-10-09', '52.959999', '53.150002', '52.110001', '52.880001', '52.462265', '15704700']
['2023-10-10', '54.130001', '54.330002', '53.560001', '54.029999', '53.603176', '20909700']
['2023-10-11', '54.220001', '54.279999', '53.020000', '53.709999', '53.285706', '21138900']
['2023-10-12', '53.759998', '53.830002', '52.430000', '52.810001', '52.392818', '19330400']
['2023-10-13', '52.740002', '53.419998', '52.639999', '52.889999', '52.472183', '14494600']
['2023-10-16', '53.020000', '53.560001', '52.840000', '53.430000', '53.007919', '12816800']
['2023-10-17', '53.310001', '54.099998', '53.209999', '54.070000', '53.642864', '16457200']
['2023-10-18', '54.099998', '54.529999', '53.919998', '54.049999', '53.623020', '12809500']
['2023-10-19', '54.160000', '54.759998', '53.860001', '54.349998', '53.920650', '16202200']
['2023-10-20', '54.529999', '55.020000', '54.439999', '54.570000', '54.138912', '15674600']
['2023-10-23', '54.380001', '54.889999', '54.049999', '54.080002', '53.652786', '21212700']
['2023-10-24', '55.650002', '56.169998', '55.299999', '55.639999', '55.200459', '25290800']
['2023-10-25', '55.759998', '56.220001', '55.560001', '56.119999', '55.676666', '16701000']
['2023-10-26', '56.369999', '56.630001', '55.720001', '55.779999', '55.339352', '16228400']
['2023-10-27', '55.549999', '56.139999', '55.099998', '55.240002', '54.803623', '13626500']
['2023-10-30', '55.430000', '56.279999', '55.419998', '56.150002', '55.706432', '15014300']
['2023-10-31', '56.570000', '56.720001', '56.150002', '56.490002', '56.043747', '16639400']
['2023-11-01', '56.799999', '56.880001', '56.259998', '56.439999', '55.994141', '14110800']
['2023-11-02', '56.500000', '57.150002', '56.360001', '57.090000', '56.639008', '13087200']
['2023-11-03', '57.400002', '57.590000', '56.700001', '56.740002', '56.291771', '13956500']
['2023-11-06', '56.779999', '57.279999', '56.740002', '56.970001', '56.519955', '12673200']
['2023-11-07', '56.919998', '57.400002', '56.730000', '57.180000', '56.728294', '10449300']
['2023-11-08', '57.320000', '57.470001', '56.919998', '57.090000', '56.639008', '13744000']
['2023-11-09', '57.029999', '57.139999', '56.369999', '56.660000', '56.212402', '12021100']
['2023-11-10', '56.869999', '56.930000', '56.060001', '56.720001', '56.271931', '11678900']
['2023-11-13', '56.619999', '57.099998', '56.599998', '56.930000', '56.480270', '12798200']
['2023-11-14', '57.020000', '57.240002', '56.810001', '57.099998', '56.648926', '12697100']
['2023-11-15', '57.299999', '57.340000', '56.750000', '57.209999', '56.758057', '10201900']
['2023-11-16', '57.250000', '57.529999', '56.810001', '57.150002', '56.698532', '16010400']
['2023-11-17', '57.189999', '57.340000', '56.700001', '57.259998', '56.807663', '14475800']
['2023-11-20', '57.049999', '57.580002', '56.959999', '57.400002', '56.946560', '13051000']
['2023-11-21', '57.459999', '58.040001', '57.330002', '58.029999', '57.571579', '13891600']
['2023-11-22', '58.259998', '58.540001', '58.130001', '58.419998', '57.958496', '11320600']
['2023-11-24', '58.459999', '58.750000', '58.340000', '58.570000', '58.107315', '4816000']
['2023-11-27', '58.540001', '58.689999', '58.270000', '58.459999', '57.998184', '16246500']
['2023-11-28', '58.400002', '58.830002', '58.360001', '58.580002', '58.117237', '13739600']
['2023-11-29', '58.580002', '58.669998', '58.099998', '58.230000', '57.770000', '11263600']
['2023-11-30', '57.959999', '58.459999', '57.599998', '58.439999', '58.439999', '22727500']
['2023-12-01', '58.270000', '58.689999', '58.240002', '58.639999', '58.639999', '15369600']
['2023-12-04', '58.590000', '58.959999', '58.439999', '58.570000', '58.570000', '14942200']
['2023-12-05', '58.549999', '58.830002', '58.419998', '58.660000', '58.660000', '11891500']
['2023-12-06', '58.560001', '58.730000', '58.209999', '58.599998', '58.599998', '14868500']
['2023-12-07', '58.669998', '58.889999', '58.389999', '58.740002', '58.740002', '11587900']
['2023-12-08', '58.740002', '58.750000', '58.369999', '58.610001', '58.610001', '11177600']
['2023-12-11', '58.830002', '59.090000', '58.500000', '59.040001', '59.040001', '14524800']
['2023-12-12', '59.200001', '59.419998', '58.900002', '59.419998', '59.419998', '12899000']
['2023-12-13', '59.450001', '60.020000', '59.259998', '59.930000', '59.930000', '16196800']
['2023-12-14', '59.970001', '60.040001', '58.770000', '59.040001', '59.040001', '22478300']
['2023-12-15', '58.830002', '59.169998', '57.799999', '58.599998', '58.599998', '65172300']
['2023-12-18', '58.799999', '59.490002', '58.619999', '59.020000', '59.020000', '16717700']
['2023-12-19', '59.000000', '59.200001', '58.639999', '58.830002', '58.830002', '14612200']
['2023-12-20', '58.500000', '58.669998', '57.570000', '57.610001', '57.610001', '17701000']
['2023-12-21', '57.849998', '58.070000', '57.470001', '57.990002', '57.990002', '11725100']
['2023-12-22', '58.119999', '58.459999', '58.020000', '58.320000', '58.320000', '9028500']
['2023-12-26', '58.060001', '58.709999', '58.060001', '58.560001', '58.560001', '6422500']
['2023-12-27', '58.639999', '58.770000', '58.400002', '58.709999', '58.709999', '8560100']
['2023-12-28', '58.650002', '58.869999', '58.529999', '58.750000', '58.750000', '8400100']
['2023-12-29', '58.740002', '58.980000', '58.630001', '58.930000', '58.930000', '9241600']
['2024-01-02', '58.799999', '59.880001', '58.669998', '59.820000', '59.820000', '16322600']
['2024-01-03', '59.930000', '60.200001', '59.759998', '59.959999', '59.959999', '14830600']
['2024-01-04', '60.049999', '60.259998', '59.660000', '59.759998', '59.759998', '12912900']
['2024-01-05', '59.799999', '59.950001', '59.090000', '59.669998', '59.669998', '10411400']
['2024-01-08', '59.680000', '60.180000', '59.419998', '60.110001', '60.110001', '11554600']
['2024-01-09', '59.990002', '60.139999', '59.619999', '60.000000', '60.000000', '10493700']
['2024-01-10', '60.220001', '60.410000', '59.980000', '60.200001', '60.200001', '12258000']
['2024-01-11', '60.250000', '60.259998', '59.689999', '59.810001', '59.810001', '13754200']
['2024-01-12', '60.080002', '60.459999', '59.869999', '60.389999', '60.389999', '13216900']
['2024-01-16', '60.389999', '60.430000', '59.849998', '59.990002', '59.990002', '11826900']
['2024-01-17', '59.860001', '60.209999', '59.820000', '59.990002', '59.990002', '8982100']
['2024-01-18', '59.689999', '60.230000', '59.529999', '60.160000', '60.160000', '10397700']
['2024-01-19', '60.259998', '60.279999', '59.639999', '59.830002', '59.830002', '14193100']
['2024-01-22', '59.759998', '60.070000', '59.439999', '59.570000', '59.570000', '14314300']
['2024-01-23', '59.529999', '60.000000', '59.459999', '59.849998', '59.849998', '14481600']
['2024-01-24', '59.799999', '59.810001', '58.889999', '58.910000', '58.910000', '16370500']
['2024-01-25', '59.009998', '59.169998', '58.660000', '59.160000', '59.160000', '14899700']
['2024-01-26', '59.250000', '59.490002', '59.130001', '59.369999', '59.369999', '13025100']
['2024-01-29', '59.340000', '59.790001', '59.169998', '59.730000', '59.730000', '14547100']
['2024-01-30', '59.849998', '60.020000', '59.450001', '59.900002', '59.900002', '22061500']
['2024-01-31', '60.099998', '60.450001', '59.290001', '59.490002', '59.490002', '22837000']
['2024-02-01', '59.570000', '61.009998', '59.360001', '60.980000', '60.980000', '15870900']
['2024-02-02', '60.820000', '60.869999', '60.230000', '60.540001', '60.540001', '17543500']
['2024-02-05', '60.380001', '60.380001', '59.880001', '60.040001', '60.040001', '12759600']
['2024-02-06', '59.959999', '60.049999', '59.680000', '59.939999', '59.939999', '12775200']
['2024-02-07', '60.070000', '60.209999', '59.939999', '59.990002', '59.990002', '10259900']
['2024-02-08', '59.889999', '59.970001', '59.410000', '59.830002', '59.830002', '12874800']
['2024-02-09', '59.470001', '59.580002', '59.029999', '59.560001', '59.560001', '15235300']
['2024-02-12', '59.660000', '59.759998', '58.959999', '59.700001', '59.700001', '13516800']
['2024-02-13', '59.500000', '60.660000', '58.790001', '59.349998', '59.349998', '24195700']
['2024-02-14', '59.169998', '59.590000', '59.040001', '59.290001', '59.290001', '15872500']
['2024-02-15', '59.419998', '59.590000', '59.130001', '59.400002', '59.400002', '13695800']
['2024-02-16', '59.349998', '59.619999', '58.959999', '59.389999', '59.389999', '13943300']
